date,time,startup,stage,provider,input_tokens,output_tokens,cost
2026-03-09,10:20:22,unknown,block_A,claude,,,0.0000
2026-03-09,10:20:24,unknown,block_A,claude,,,0.0000
2026-03-09,10:20:26,unknown,block_A,claude,,,0.0000
2026-03-09,10:20:28,unknown,block_A,claude,,,0.0000
2026-03-09,10:20:30,unknown,block_A,claude,,,0.0000
2026-03-09,10:25:51,unknown,block_A,claude,,,0.0000
2026-03-09,10:25:53,unknown,block_A,claude,,,0.0000
2026-03-09,10:25:56,unknown,block_A,claude,,,0.0000
2026-03-09,10:25:58,unknown,block_A,claude,,,0.0000
2026-03-09,10:26:00,unknown,block_A,claude,,,0.0000
2026-03-09,10:32:18,unknown,block_A,claude,1558,675,0.0148
2026-03-09,10:32:33,unknown,block_B,claude,1563,914,0.0184
